TP9,AF7,AF8,TP10,timestamp,alpha_power,beta_power,gamma_power
-0.32524046575232946,-0.17009953333941585,0.12239860140424397,-0.27577065502076253,0.0,0.013075963764100763,0.8507980479270467,0.2965784523479965
0.6031378672021965,0.7945961877388297,0.1418235316720064,0.3275371825222525,0.003907776475185619,0.07669712134812358,0.9036701260283136,0.14049197307614014
0.8771212162400747,0.9847313009781913,1.4028871622531633,0.9615066592504752,0.007815552950371238,0.056869830339370445,0.9321117131425881,0.3152962740446886
1.3288098215066482,1.225484948208932,1.3569681278292909,1.3033684470670241,0.011723329425556858,0.06508082620439351,0.9344957446696134,0.41805944422442903
1.3678760030198234,1.3727210774460452,1.0437217855623802,1.6397309701668628,0.015631105900742476,0.11660981626211944,0.8991011338257786,0.1135330562744244
1.1903047596687406,1.4607652608008839,1.4492191663330452,1.5643812574756049,0.019538882375928095,0.09542821076394727,0.9156430451217058,0.18669126903256777
1.3224869744048307,1.3930682873271767,1.3508323733261358,1.411566982262114,0.023446658851113716,0.08111475405511653,0.8497175578159959,0.03860630650195418
1.1651386280379723,1.1823885625928594,0.889255629188356,1.285041308810597,0.027354435326299335,0.09293828279478153,0.8724311778255319,0.2518476531171964
1.06345897991733,0.6727179550986179,0.46989868460253964,0.7779133106065133,0.03126221180148495,0.13840955876350636,0.9059583598238307,0.04543108357458153
0.28925260088623145,0.5129085327923373,0.4125828325174151,0.6487037162816369,0.035169988276670575,0.09079996399922954,0.9512659989812513,0.3958985785053228
0.2657040144746598,0.33908475226265655,0.4259857339979397,0.7953129117702187,0.03907776475185619,0.1295183708951201,0.8573014597969403,0.08859030334567441
0.2172383364292682,0.6399617467584251,0.49757864060974843,0.13273853056541676,0.04298554122704181,0.059496627617203604,0.8948244166934567,0.31994972608081884
0.21740289171504168,0.5410128198636271,0.2141655960557553,0.19744545948196568,0.04689331770222743,0.10529249627249133,0.941256143979935,0.2802120901279896
-0.11433288383112628,0.7342829722526348,0.14423675355780935,0.24693435165205485,0.05080109417741305,0.10827439326859187,0.8913834359523072,0.117285236668703
0.32955987607896864,0.12053336776830137,0.20839491374090965,0.1332738233118415,0.05470887065259867,0.0943949597985436,0.8942697728533426,0.04508673599568874
0.3814375869647939,-0.11740506782317289,0.08587381836818506,0.10755611487185601,0.058616647127784284,0.17296513085741375,0.9272618947829595,0.4108319369072436
0.09653465122207767,-0.043940662730788525,0.1073553204118921,-0.1758924007198223,0.0625244236029699,0.08615736805742485,0.9177577732579765,0.09457040658281579
-0.29318017796551477,-0.3561355464615074,0.08847701760425664,-0.32624881807368655,0.06643220007815552,0.12761217454913718,0.9168360065084848,0.08717239115666969
-0.5546175504099946,-0.6735734789367238,-0.56883871035266,-0.5194692182513084,0.07033997655334115,0.16367279303302823,0.9388525766804997,0.08252296088162914
-1.0194096538545545,-1.0743524742954342,-0.7805432012114456,-0.7338926046797156,0.07424775302852676,0.1078154364811412,0.8696298977841644,0.09086240844134086
-1.1666125760719737,-0.9140004979684058,-0.8479733363032793,-0.9522243628165705,0.07815552950371238,0.1454569246813717,0.9014153899686794,0.058889749440845685
-1.177358846191586,-1.4629162217615128,-1.4492715678464172,-1.1986214503540813,0.08206330597889801,0.18985675724839612,0.9233927058797451,0.026696861913027614
-1.4067208819119816,-1.3600686127653314,-1.2790108044012611,-1.1406752513270586,0.08597108245408362,0.10998698282108249,0.8792950833719225,0.41031535006836284
-1.1429482735593697,-0.8537687674457615,-1.060313482454172,-0.8101865227397624,0.08987885892926924,0.11559472121068022,0.9356027851593247,0.1467215665636658
-0.8997499491712446,-1.0078464011012644,-0.740953466713655,-1.0247734501998111,0.09378663540445487,0.11981146291115165,0.9539205296464426,0.34448985402829224
-0.2055344692694752,-0.26284692864285836,-0.5526172253958355,-0.06412547046436723,0.09769441187964048,0.1560049736045296,0.9144466293215061,0.13040971334151308
